word1 word2 word3 word4 analogous_word similarity
Beijing China Canberra Australia Australia 0.7234394550323486
Beijing China Hanoi Vietnam Viet_Nam 0.7793146371841431
Beijing China Havana Cuba Cuba 0.7189656496047974
Beijing China Helsinki Finland Finland 0.7141392827033997
Beijing China Islamabad Pakistan Pakistan 0.8062407374382019
Beijing China Kabul Afghanistan Afghan 0.6770889759063721
Beijing China London England UK 0.630479633808136
Beijing China Madrid Spain Spain 0.7320305109024048
Beijing China Moscow Russia Russia 0.8579801321029663
Beijing China Oslo Norway Norway 0.6628975868225098
Beijing China Ottawa Canada Canada 0.6537172794342041
Beijing China Paris France France 0.7109121084213257
Beijing China Rome Italy Italy 0.6637486219406128
Beijing China Stockholm Sweden Sweden 0.7026647329330444
Beijing China Tehran Iran Iran 0.8262746334075928
Beijing China Tokyo Japan Japan 0.8236700892448425
Beijing China Athens Greece Greece 0.6515148282051086
Beijing China Baghdad Iraq Mosul 0.7041885256767273
Beijing China Bangkok Thailand Thailand 0.8047245144844055
Berlin Germany Bern Switzerland Switzerland 0.6095317602157593
Berlin Germany Cairo Egypt Egypt 0.6912307143211365
Berlin Germany Canberra Australia Australia 0.7485095858573914
Berlin Germany Hanoi Vietnam Viet_Nam 0.6875089406967163
Berlin Germany Havana Cuba Cuba 0.6961179971694946
Berlin Germany Helsinki Finland Finland 0.7654494047164917
Berlin Germany Islamabad Pakistan Pakistan 0.7597626447677612
Berlin Germany Kabul Afghanistan Afghan 0.6450541019439697
Berlin Germany London England UK 0.6597434282302856
Berlin Germany Madrid Spain Spain 0.7768210172653198
Berlin Germany Moscow Russia Russia 0.8107381463050842
Berlin Germany Oslo Norway Norway 0.7291736602783203
Berlin Germany Ottawa Canada Canada 0.6773226857185364
Berlin Germany Paris France France 0.7884093523025513
Berlin Germany Rome Italy Italy 0.7509608268737793
Berlin Germany Stockholm Sweden Sweden 0.8022658824920654
Berlin Germany Tehran Iran Iran 0.7747756838798523
Berlin Germany Tokyo Japan Japan 0.7969788312911987
Berlin Germany Athens Greece Greece 0.6390470266342163
Berlin Germany Baghdad Iraq Mosul 0.686406135559082
Berlin Germany Bangkok Thailand Thailand 0.7680834531784058
Berlin Germany Beijing China China 0.7755854725837708
Bern Switzerland Cairo Egypt Egypt 0.5989274382591248
Bern Switzerland Canberra Australia Australia 0.6860506534576416
Bern Switzerland Hanoi Vietnam Viet_Nam 0.5609370470046997
Bern Switzerland Havana Cuba Cuba 0.6295959949493408
Bern Switzerland Helsinki Finland Finland 0.6637657880783081
Bern Switzerland Islamabad Pakistan Pakistan 0.6708024740219116
Bern Switzerland Kabul Afghanistan Afghanistan 0.5338184833526611
Bern Switzerland London England EURASIAN_NATURAL_RESOURCES_CORP. 0.5463826656341553
Bern Switzerland Madrid Spain Spain 0.6423718333244324
Bern Switzerland Moscow Russia Russia 0.6487588882446289
Bern Switzerland Oslo Norway Norway 0.6448378562927246
Bern Switzerland Ottawa Canada Canada 0.6468112468719482
Bern Switzerland Paris France France 0.6129553318023682
Bern Switzerland Rome Italy Italy 0.6486326456069946
Bern Switzerland Stockholm Sweden Sweden 0.6849665641784668
Bern Switzerland Tehran Iran Iran 0.6813835501670837
Bern Switzerland Tokyo Japan Japan 0.6434275507926941
Bern Switzerland Athens Greece Greece 0.5800099968910217
Bern Switzerland Baghdad Iraq Iraqi 0.5730241537094116
Bern Switzerland Bangkok Thailand Thailand 0.6617314219474792
Bern Switzerland Beijing China China 0.6225298643112183
Bern Switzerland Berlin Germany Germany 0.7138351202011108
Cairo Egypt Canberra Australia Australia 0.6811554431915283
Cairo Egypt Hanoi Vietnam Viet_Nam 0.7589391469955444
Cairo Egypt Havana Cuba Cuba 0.7639015913009644
Cairo Egypt Helsinki Finland Finland 0.7256742715835571
Cairo Egypt Islamabad Pakistan Pakistan 0.8155919909477234
Cairo Egypt Kabul Afghanistan Afghan 0.6829640865325928
Cairo Egypt London England Britain 0.6454267501831055
Cairo Egypt Madrid Spain Spain 0.7469133138656616
Cairo Egypt Moscow Russia Russia 0.842657208442688
Cairo Egypt Oslo Norway Norway 0.6975642442703247
Cairo Egypt Ottawa Canada Canada 0.6659149527549744
Cairo Egypt Paris France France 0.7114197611808777
Cairo Egypt Rome Italy Italy 0.6812829375267029
Cairo Egypt Stockholm Sweden Sweden 0.7365162372589111
Cairo Egypt Tehran Iran Iran 0.8531845808029175
Cairo Egypt Tokyo Japan Japan 0.7753520011901855
Cairo Egypt Athens Greece Greece 0.7355355620384216
Cairo Egypt Baghdad Iraq Iraqi 0.7208045721054077
Cairo Egypt Bangkok Thailand Thailand 0.8275742530822754
Cairo Egypt Beijing China China 0.8066043853759766
Cairo Egypt Berlin Germany Germany 0.7016904950141907
Cairo Egypt Bern Switzerland Switzerland 0.4930408000946045
Canberra Australia Hanoi Vietnam Viet_Nam 0.6714491248130798
Canberra Australia Havana Cuba Cuba 0.6964417695999146
Canberra Australia Helsinki Finland Finland 0.690654993057251
Canberra Australia Islamabad Pakistan Pakistan 0.7743955850601196
Canberra Australia Kabul Afghanistan Afghans 0.5854719877243042
Canberra Australia London England UK 0.6224532127380371
Canberra Australia Madrid Spain Spain 0.7410275936126709
Canberra Australia Moscow Russia Russia 0.7891086935997009
Canberra Australia Oslo Norway Norway 0.670374870300293
Canberra Australia Ottawa Canada Canada 0.7492120265960693
Canberra Australia Paris France France 0.7159996032714844
Canberra Australia Rome Italy Italy 0.663947343826294
Canberra Australia Stockholm Sweden Sweden 0.7069720029830933
Canberra Australia Tehran Iran Iran 0.7551095485687256
Canberra Australia Tokyo Japan Japan 0.7584798336029053
Canberra Australia Athens Greece Greece 0.5700703263282776
Canberra Australia Baghdad Iraq Mosul 0.6397027969360352
Canberra Australia Bangkok Thailand Thailand 0.7358658313751221
Canberra Australia Beijing China China 0.7823367118835449
Canberra Australia Berlin Germany Germany 0.7441056370735168
Canberra Australia Bern Switzerland Switzerland 0.5360245704650879
Canberra Australia Cairo Egypt Egypt 0.6859403848648071
Hanoi Vietnam Havana Cuba Cuba 0.68318110704422
Hanoi Vietnam Helsinki Finland Finland 0.5732652544975281
Hanoi Vietnam Islamabad Pakistan Pakistan 0.7073384523391724
Hanoi Vietnam Kabul Afghanistan Afghanistan 0.756617546081543
Hanoi Vietnam London England Britain 0.5320745706558228
Hanoi Vietnam Madrid Spain Spain 0.6318690776824951
Hanoi Vietnam Moscow Russia Russia 0.6925883293151855
Hanoi Vietnam Oslo Norway Norway 0.5300315618515015
Hanoi Vietnam Ottawa Canada Canada 0.5802633166313171
Hanoi Vietnam Paris France France 0.5821923613548279
Hanoi Vietnam Rome Italy Italy 0.5208399295806885
Hanoi Vietnam Stockholm Sweden Sweden 0.5909290313720703
Hanoi Vietnam Tehran Iran Iran 0.7381366491317749
Hanoi Vietnam Tokyo Japan Japan 0.6836792826652527
Hanoi Vietnam Athens Greece Greece 0.5295498371124268
Hanoi Vietnam Baghdad Iraq Iraq 0.7784610986709595
Hanoi Vietnam Bangkok Thailand Thailand 0.694861888885498
Hanoi Vietnam Beijing China China 0.7234393358230591
Hanoi Vietnam Berlin Germany Germany 0.5970561504364014
Hanoi Vietnam Bern Switzerland Bern_NC 0.4975764751434326
Hanoi Vietnam Cairo Egypt Egypt 0.7024324536323547
Hanoi Vietnam Canberra Australia Australia 0.6169843673706055
Havana Cuba Helsinki Finland Finland 0.6971813440322876
Havana Cuba Islamabad Pakistan Pakistan 0.8123714923858643
Havana Cuba Kabul Afghanistan Afghanistan 0.7092918753623962
Havana Cuba London England Britain 0.6217107772827148
Havana Cuba Madrid Spain Spain 0.6929836273193359
Havana Cuba Moscow Russia Russia 0.8237830400466919
Havana Cuba Oslo Norway Norway 0.7030717134475708
Havana Cuba Ottawa Canada Canada 0.656257688999176
Havana Cuba Paris France France 0.6843084096908569
Havana Cuba Rome Italy Italy 0.6025851964950562
Havana Cuba Stockholm Sweden Sweden 0.7303112149238586
Havana Cuba Tehran Iran Iran 0.8635510206222534
Havana Cuba Tokyo Japan Japan 0.7725998759269714
Havana Cuba Athens Greece Greece 0.632399320602417
Havana Cuba Baghdad Iraq Iraq 0.7371042966842651
Havana Cuba Bangkok Thailand Thailand 0.7950247526168823
Havana Cuba Beijing China China 0.7704689502716064
Havana Cuba Berlin Germany Germany 0.6952270269393921
Havana Cuba Bern Switzerland Switzerland 0.5027072429656982
Havana Cuba Cairo Egypt Egypt 0.7647275924682617
Havana Cuba Canberra Australia Australia 0.6877731680870056
Havana Cuba Hanoi Vietnam Viet_Nam 0.7109317779541016
Helsinki Finland Islamabad Pakistan Pakistan 0.7291182279586792
Helsinki Finland Kabul Afghanistan Afghan 0.6359644532203674
Helsinki Finland London England Britain 0.6623522043228149
Helsinki Finland Madrid Spain Spain 0.7539469003677368
Helsinki Finland Moscow Russia Russia 0.7918933629989624
Helsinki Finland Oslo Norway Norway 0.7523171901702881
Helsinki Finland Ottawa Canada Canada 0.6696932315826416
Helsinki Finland Paris France France 0.7549223899841309
Helsinki Finland Rome Italy Italy 0.686762809753418
Helsinki Finland Stockholm Sweden Sweden 0.8256371021270752
Helsinki Finland Tehran Iran Iran 0.7732710242271423
Helsinki Finland Tokyo Japan Japan 0.8030250072479248
Helsinki Finland Athens Greece Greece 0.6566227078437805
Helsinki Finland Baghdad Iraq Mosul 0.6506971716880798
Helsinki Finland Bangkok Thailand Thailand 0.752036452293396
Helsinki Finland Beijing China China 0.7568843960762024
Helsinki Finland Berlin Germany Germany 0.7419473528862
Helsinki Finland Bern Switzerland Switzerland 0.5047451257705688
Helsinki Finland Cairo Egypt Egypt 0.7302724719047546
Helsinki Finland Canberra Australia Australia 0.6987783312797546
Helsinki Finland Hanoi Vietnam Viet_Nam 0.6931595206260681
Helsinki Finland Havana Cuba Cuba 0.6899741888046265
Islamabad Pakistan Kabul Afghanistan Afghan 0.7332904934883118
Islamabad Pakistan London England Britain 0.6056548357009888
Islamabad Pakistan Madrid Spain Spain 0.6914529800415039
Islamabad Pakistan Moscow Russia Russia 0.831927478313446
Islamabad Pakistan Oslo Norway Norway 0.6795673370361328
Islamabad Pakistan Ottawa Canada Canada 0.6421676874160767
Islamabad Pakistan Paris France France 0.6944429874420166
Islamabad Pakistan Rome Italy Italy 0.6518087387084961
Islamabad Pakistan Stockholm Sweden Sweden 0.7098784446716309
Islamabad Pakistan Tehran Iran Iran 0.8605973124504089
Islamabad Pakistan Tokyo Japan Japan 0.774760365486145
Islamabad Pakistan Athens Greece Greece 0.6418430805206299
Islamabad Pakistan Baghdad Iraq Iraqi 0.74811190366745
Islamabad Pakistan Bangkok Thailand Thailand 0.7783142328262329
Islamabad Pakistan Beijing China China 0.8079829216003418
Islamabad Pakistan Berlin Germany Germany 0.7216540575027466
Islamabad Pakistan Bern Switzerland Switzerland 0.49683260917663574
Islamabad Pakistan Cairo Egypt Egypt 0.7879177927970886
Islamabad Pakistan Canberra Australia Australia 0.7616326808929443
Islamabad Pakistan Hanoi Vietnam Viet_Nam 0.7534359097480774
Islamabad Pakistan Havana Cuba Cuba 0.7958503365516663
Islamabad Pakistan Helsinki Finland Finland 0.6935101747512817
Kabul Afghanistan London England EURASIAN_NATURAL_RESOURCES_CORP. 0.5547585487365723
Kabul Afghanistan Madrid Spain Spain 0.6156004667282104
Kabul Afghanistan Moscow Russia Russia 0.7199913263320923
Kabul Afghanistan Oslo Norway Norway 0.5757439136505127
Kabul Afghanistan Ottawa Canada Ontario 0.5514492392539978
Kabul Afghanistan Paris France France 0.6088168621063232
Kabul Afghanistan Rome Italy Italy 0.537543773651123
Kabul Afghanistan Stockholm Sweden Sweden 0.5849065780639648
Kabul Afghanistan Tehran Iran Iran 0.7807148098945618
Kabul Afghanistan Tokyo Japan Japan 0.6695031523704529
Kabul Afghanistan Athens Greece Greece 0.5494599342346191
Kabul Afghanistan Baghdad Iraq Iraq 0.8607981204986572
Kabul Afghanistan Bangkok Thailand Thailand 0.6891651153564453
Kabul Afghanistan Beijing China China 0.6837892532348633
Kabul Afghanistan Berlin Germany Germany 0.6105467081069946
Kabul Afghanistan Bern Switzerland Bern_NC 0.4233846664428711
Kabul Afghanistan Cairo Egypt Egypt 0.6705425977706909
Kabul Afghanistan Canberra Australia Mr_Rudd 0.6034547090530396
Kabul Afghanistan Hanoi Vietnam Vietnam 0.7514271140098572
Kabul Afghanistan Havana Cuba Cuba 0.7205935120582581
Kabul Afghanistan Helsinki Finland Finland 0.5768633484840393
Kabul Afghanistan Islamabad Pakistan Pakistan 0.7463313341140747
London England Madrid Spain Spain 0.6087851524353027
London England Moscow Russia Russia 0.6502717733383179
London England Oslo Norway Norway 0.5689430236816406
London England Ottawa Canada Canada 0.5256192684173584
London England Paris France France 0.667637825012207
London England Rome Italy Italy 0.5715966820716858
London England Stockholm Sweden Sweden 0.6610991358757019
London England Tehran Iran Iran 0.6443779468536377
London England Tokyo Japan Japan 0.6889490485191345
London England Athens Greece Greece 0.5293722152709961
London England Baghdad Iraq Iraqi 0.5854012966156006
London England Bangkok Thailand Thailand 0.6264095306396484
London England Beijing China China 0.6181186437606812
London England Berlin Germany Germany 0.5952339172363281
London England Bern Switzerland Hanover 0.45303672552108765
London England Cairo Egypt Egypt 0.5641492605209351
London England Canberra Australia Australia 0.6054890155792236
London England Hanoi Vietnam Viet_Nam 0.5810423493385315
London England Havana Cuba Cuba 0.5627489686012268
London England Helsinki Finland Finland 0.621544599533081
London England Islamabad Pakistan Pakistan 0.6654638051986694
London England Kabul Afghanistan Afghan 0.573311984539032
Madrid Spain Moscow Russia Russia 0.8136781454086304
Madrid Spain Oslo Norway Norway 0.7230186462402344
Madrid Spain Ottawa Canada Canada 0.6814807653427124
Madrid Spain Paris France France 0.7609947919845581
Madrid Spain Rome Italy Italy 0.7004686594009399
Madrid Spain Stockholm Sweden Sweden 0.7822341918945312
Madrid Spain Tehran Iran Iran 0.7588754892349243
Madrid Spain Tokyo Japan Japan 0.8010954856872559
Madrid Spain Athens Greece Greece 0.6898481249809265
Madrid Spain Baghdad Iraq Mosul 0.657950222492218
Madrid Spain Bangkok Thailand Thailand 0.7701380252838135
Madrid Spain Beijing China China 0.7744125127792358
Madrid Spain Berlin Germany Germany 0.7501679062843323
Madrid Spain Bern Switzerland Switzerland 0.4854031801223755
Madrid Spain Cairo Egypt Egypt 0.7326661348342896
Madrid Spain Canberra Australia Australia 0.7068917751312256
Madrid Spain Hanoi Vietnam Viet_Nam 0.7359681725502014
Madrid Spain Havana Cuba Cuba 0.7222689390182495
Madrid Spain Helsinki Finland Finland 0.7638067007064819
Madrid Spain Islamabad Pakistan Pakistan 0.7176593542098999
Madrid Spain Kabul Afghanistan Herat 0.6163390874862671
Madrid Spain London England Britain 0.6784723997116089
Moscow Russia Oslo Norway Norway 0.7606369256973267
Moscow Russia Ottawa Canada Canada 0.7216339111328125
Moscow Russia Paris France France 0.8050409555435181
Moscow Russia Rome Italy Italy 0.7074910998344421
Moscow Russia Stockholm Sweden Sweden 0.8054226636886597
Moscow Russia Tehran Iran Iran 0.8776857852935791
Moscow Russia Tokyo Japan Japan 0.8773881196975708
Moscow Russia Athens Greece Greece 0.6744523048400879
Moscow Russia Baghdad Iraq Mosul 0.715551495552063
Moscow Russia Bangkok Thailand Thailand 0.8425170183181763
Moscow Russia Beijing China China 0.8687476515769958
Moscow Russia Berlin Germany Germany 0.7774251699447632
Moscow Russia Bern Switzerland Switzerland 0.48516911268234253
Moscow Russia Cairo Egypt Egypt 0.8018569946289062
Moscow Russia Canberra Australia Australia 0.7593482732772827
Moscow Russia Hanoi Vietnam Viet_Nam 0.7691516876220703
Moscow Russia Havana Cuba Cuba 0.7886743545532227
Moscow Russia Helsinki Finland Finland 0.7779613137245178
Moscow Russia Islamabad Pakistan Pakistan 0.8369843363761902
Moscow Russia Kabul Afghanistan Afghan 0.7208551168441772
Moscow Russia London England Britain 0.7028806209564209
Moscow Russia Madrid Spain Spain 0.7905083894729614
Oslo Norway Ottawa Canada Canada 0.6809221506118774
Oslo Norway Paris France France 0.7315605282783508
Oslo Norway Rome Italy Italy 0.6817959547042847
Oslo Norway Stockholm Sweden Sweden 0.8222189545631409
Oslo Norway Tehran Iran Iran 0.7522602081298828
Oslo Norway Tokyo Japan Japan 0.7785906195640564
Oslo Norway Athens Greece Greece 0.631377100944519
Oslo Norway Baghdad Iraq Mosul 0.6509431600570679
Oslo Norway Bangkok Thailand Thailand 0.7387949228286743
Oslo Norway Beijing China China 0.7163817286491394
Oslo Norway Berlin Germany Germany 0.7219189405441284
Oslo Norway Bern Switzerland Switzerland 0.5127913951873779
Oslo Norway Cairo Egypt Egypt 0.6662337779998779
Oslo Norway Canberra Australia Australia 0.6750895977020264
Oslo Norway Hanoi Vietnam Viet_Nam 0.6644774079322815
Oslo Norway Havana Cuba Cuba 0.6874871850013733
Oslo Norway Helsinki Finland Finland 0.7806000709533691
Oslo Norway Islamabad Pakistan Pakistan 0.7272924184799194
Oslo Norway Kabul Afghanistan Afghan 0.6326095461845398
Oslo Norway London England Britain 0.6456332206726074
Oslo Norway Madrid Spain Spain 0.7302021980285645
Oslo Norway Moscow Russia Russia 0.7961565256118774
Ottawa Canada Paris France France 0.6939914226531982
Ottawa Canada Rome Italy Italy 0.6293004155158997
Ottawa Canada Stockholm Sweden Sweden 0.676618218421936
Ottawa Canada Tehran Iran Iran 0.7350881695747375
Ottawa Canada Tokyo Japan Japan 0.7678512930870056
Ottawa Canada Athens Greece Greece 0.6065006256103516
Ottawa Canada Baghdad Iraq Mosul 0.6319441795349121
Ottawa Canada Bangkok Thailand Thailand 0.7114495038986206
Ottawa Canada Beijing China China 0.7349016070365906
Ottawa Canada Berlin Germany Germany 0.7051476240158081
Ottawa Canada Bern Switzerland Switzerland 0.504915714263916
Ottawa Canada Cairo Egypt Egypt 0.6439141035079956
Ottawa Canada Canberra Australia Australia 0.7822461128234863
Ottawa Canada Hanoi Vietnam Viet_Nam 0.6644909381866455
Ottawa Canada Havana Cuba Cuba 0.6701313853263855
Ottawa Canada Helsinki Finland Finland 0.6524146795272827
Ottawa Canada Islamabad Pakistan Pakistan 0.6897965669631958
Ottawa Canada Kabul Afghanistan Afghan 0.5671025514602661
Ottawa Canada London England UK 0.636229395866394
Ottawa Canada Madrid Spain Spain 0.7073506116867065
Ottawa Canada Moscow Russia Russia 0.7822917699813843
Ottawa Canada Oslo Norway Norway 0.6731112003326416
Paris France Rome Italy Italy 0.7143560647964478
Paris France Stockholm Sweden Sweden 0.7924453020095825
Paris France Tehran Iran Iran 0.7771148681640625
Paris France Tokyo Japan Japan 0.8167769908905029
Paris France Athens Greece Greece 0.6378624439239502
Paris France Baghdad Iraq Mosul 0.6609417200088501
Paris France Bangkok Thailand Thailand 0.750830888748169
Paris France Beijing China China 0.7644792795181274
Paris France Berlin Germany Germany 0.7901254892349243
Paris France Bern Switzerland Switzerland 0.48789721727371216
Paris France Cairo Egypt Egypt 0.706210732460022
Paris France Canberra Australia Australia 0.7059869766235352
Paris France Hanoi Vietnam Viet_Nam 0.7121440172195435
Paris France Havana Cuba Cuba 0.7165151834487915
Paris France Helsinki Finland Finland 0.7654452323913574
Paris France Islamabad Pakistan Pakistan 0.7565770149230957
Paris France Kabul Afghanistan Afghan 0.669233500957489
Paris France London England Britain 0.7368935346603394
Paris France Madrid Spain Spain 0.7776163816452026
Paris France Moscow Russia Russia 0.8341556787490845
Paris France Oslo Norway Norway 0.7406579256057739
Paris France Ottawa Canada Canada 0.6765265464782715
Rome Italy Stockholm Sweden Sweden 0.7650185227394104
Rome Italy Tehran Iran Iran 0.7223957777023315
Rome Italy Tokyo Japan Japan 0.7659537196159363
Rome Italy Athens Greece Greece 0.6582207679748535
Rome Italy Baghdad Iraq Iraqi 0.6279986500740051
Rome Italy Bangkok Thailand Thailand 0.7367712259292603
Rome Italy Beijing China China 0.7384490966796875
Rome Italy Berlin Germany Germany 0.7924449443817139
Rome Italy Bern Switzerland Switzerland 0.5860611200332642
Rome Italy Cairo Egypt Egypt 0.6917356848716736
Rome Italy Canberra Australia Australia 0.7035334706306458
Rome Italy Hanoi Vietnam Viet_Nam 0.6718668937683105
Rome Italy Havana Cuba Cuba 0.6652557849884033
Rome Italy Helsinki Finland Finland 0.7448440194129944
Rome Italy Islamabad Pakistan Pakistan 0.7375873923301697
Rome Italy Kabul Afghanistan Afghan 0.6492578983306885
Rome Italy London England UK 0.6230568885803223
Rome Italy Madrid Spain Spain 0.7485760450363159
Rome Italy Moscow Russia Russia 0.7561044692993164
Rome Italy Oslo Norway Norway 0.714056670665741
Rome Italy Ottawa Canada Canada 0.6508230566978455
Rome Italy Paris France France 0.7486127614974976
Stockholm Sweden Tehran Iran Iran 0.7674084901809692
Stockholm Sweden Tokyo Japan Japan 0.8198506236076355
Stockholm Sweden Athens Greece Greece 0.6445162296295166
Stockholm Sweden Baghdad Iraq Mosul 0.674405574798584
Stockholm Sweden Bangkok Thailand Thailand 0.7606315612792969
Stockholm Sweden Beijing China China 0.7469374537467957
Stockholm Sweden Berlin Germany Germany 0.7917513251304626
Stockholm Sweden Bern Switzerland Switzerland 0.5347194075584412
Stockholm Sweden Cairo Egypt Egypt 0.7208700180053711
Stockholm Sweden Canberra Australia Australia 0.6957679986953735
Stockholm Sweden Hanoi Vietnam Viet_Nam 0.6892715692520142
Stockholm Sweden Havana Cuba Cuba 0.730288028717041
Stockholm Sweden Helsinki Finland Finland 0.8304910659790039
Stockholm Sweden Islamabad Pakistan Pakistan 0.7434418797492981
Stockholm Sweden Kabul Afghanistan Afghan 0.6353626251220703
Stockholm Sweden London England Britain 0.6828157901763916
Stockholm Sweden Madrid Spain Spain 0.7796703577041626
Stockholm Sweden Moscow Russia Russia 0.8211640119552612
Stockholm Sweden Oslo Norway Norway 0.794228196144104
Stockholm Sweden Ottawa Canada Canada 0.678627610206604
Stockholm Sweden Paris France France 0.7826051712036133
Stockholm Sweden Rome Italy Italy 0.7247942686080933
Tehran Iran Tokyo Japan Japan 0.7860097885131836
Tehran Iran Athens Greece Greece 0.6574969291687012
Tehran Iran Baghdad Iraq Iraq 0.775810718536377
Tehran Iran Bangkok Thailand Thailand 0.8036008477210999
Tehran Iran Beijing China China 0.8198246955871582
Tehran Iran Berlin Germany Germany 0.6948080658912659
Tehran Iran Bern Switzerland coach_Bobby_Curlings 0.5130249261856079
Tehran Iran Cairo Egypt Egypt 0.8029148578643799
Tehran Iran Canberra Australia Australia 0.7018479108810425
Tehran Iran Hanoi Vietnam Viet_Nam 0.7534171342849731
Tehran Iran Havana Cuba Cuba 0.8335037231445312
Tehran Iran Helsinki Finland Finland 0.6951574087142944
Tehran Iran Islamabad Pakistan Pakistan 0.8478929996490479
Tehran Iran Kabul Afghanistan Afghan 0.7277183532714844
Tehran Iran London England Britain 0.6258982419967651
Tehran Iran Madrid Spain Spain 0.7075908184051514
Tehran Iran Moscow Russia Russia 0.862642765045166
Tehran Iran Oslo Norway Norway 0.7017198801040649
Tehran Iran Ottawa Canada Canada 0.6508046388626099
Tehran Iran Paris France France 0.680817186832428
Tehran Iran Rome Italy Italy 0.6060931086540222
Tehran Iran Stockholm Sweden Sweden 0.7119143009185791
Tokyo Japan Athens Greece Greece 0.6701823472976685
Tokyo Japan Baghdad Iraq Iraq 0.700536847114563
Tokyo Japan Bangkok Thailand Thailand 0.832971453666687
Tokyo Japan Beijing China China 0.8427805304527283
Tokyo Japan Berlin Germany Germany 0.7607141733169556
Tokyo Japan Bern Switzerland Switzerland 0.4834965765476227
Tokyo Japan Cairo Egypt Egypt 0.7604711055755615
Tokyo Japan Canberra Australia Australia 0.7408984303474426
Tokyo Japan Hanoi Vietnam Viet_Nam 0.7667807340621948
Tokyo Japan Havana Cuba Cuba 0.7668194770812988
